"","city","data_date","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_30","price_30","revenue_30"
"4689","berlin","2020-13-10",11027681,"Südliche Friedrichstadt",52.50664,13.40737,"Private room in apartment","Private room",2,1,1,"$60.00",3,1125,0,60,1800
"4690","berlin","2020-13-10",11029458,"Karl-Marx-Allee-Süd",52.50445,13.43867,"Entire apartment","Entire home/apt",2,1,1,"$80.00",2,30,6,85.6666666666667,2056
"4691","berlin","2020-13-10",11031031,"Helmholtzplatz",52.54036,13.42072,"Entire cottage","Entire home/apt",3,1,2,"$130.00",2,1125,21,138.555555555556,1247
"4692","berlin","2020-13-10",11037071,"Frankfurter Allee Nord",52.51661,13.47359,"Entire apartment","Entire home/apt",2,1,2,"$45.00",3,1125,0,45,1350
"4693","berlin","2020-13-10",11040223,"Schöneberg-Nord",52.49602,13.33926,"Entire apartment","Entire home/apt",5,3,2,"$180.00",3,1125,0,180,5400
"4694","berlin","2020-13-10",11040435,"Alexanderplatz",52.52633,13.39379,"Entire condominium","Entire home/apt",4,2,2,"$159.00",2,1125,24,159,954
"4695","berlin","2020-13-10",11041632,"Frankfurter Allee Süd FK",52.50557,13.46277,"Private room in apartment","Private room",2,1,1,"$115.00",1,1125,0,115,3450
"4696","berlin","2020-13-10",11041687,"Tempelhofer Vorstadt",52.49064,13.40552,"Private room in apartment","Private room",1,1,1,"$55.00",1,1125,0,55,1650
"4697","berlin","2020-13-10",11042341,"Reuterstraße",52.48465,13.43542,"Entire apartment","Entire home/apt",5,3,3,"$59.00",4,7,0,59,1770
"4698","berlin","2020-13-10",11048480,"Schillerpromenade",52.46857,13.42398,"Private room in apartment","Private room",1,1,1,"$30.00",1,1125,0,30,900
"4699","berlin","2020-13-10",11053010,"Alexanderplatz",52.53184,13.38085,"Entire apartment","Entire home/apt",2,1,1,"$65.00",91,1125,30,NA,0
"4700","berlin","2020-13-10",11054352,"nördliche Luisenstadt",52.50284,13.427,"Entire apartment","Entire home/apt",4,2,4,"$95.00",2,14,0,95,2850
"4701","berlin","2020-13-10",11065435,"Prenzlauer Berg Ost",52.5288,13.44697,"Entire apartment","Entire home/apt",2,1,1,"$42.00",6,14,0,42,1260
"4702","berlin","2020-13-10",11073714,"Schöneberg-Nord",52.49827,13.34787,"Entire apartment","Entire home/apt",3,1,2,"$54.00",2,1125,23,54.2857142857143,380
"4703","berlin","2020-13-10",11076688,"südliche Luisenstadt",52.49616,13.44191,"Private room in apartment","Private room",1,1,2,"$17.00",10,1125,0,17,510
"4704","berlin","2020-13-10",11076710,"Prenzlauer Berg Südwest",52.52906,13.40917,"Entire apartment","Entire home/apt",2,1,1,"$50.00",7,1125,0,50,1500
"4705","berlin","2020-13-10",11077447,"Frankfurter Allee Süd FK",52.51331,13.45406,"Entire apartment","Entire home/apt",1,1,1,"$80.00",1,1125,0,80,2400
"4706","berlin","2020-13-10",11083314,"Tempelhofer Vorstadt",52.49842,13.38498,"Private room in apartment","Private room",1,1,1,"$17.00",6,1125,0,17,510
"4707","berlin","2020-13-10",11091951,"Prenzlauer Berg Süd",52.53739,13.4261,"Entire apartment","Entire home/apt",3,1,2,"$120.00",2,1125,23,120,840
"4708","berlin","2020-13-10",11094902,"Prenzlauer Berg Südwest",52.53108,13.41116,"Entire apartment","Entire home/apt",3,2,3,"$69.00",5,14,0,69,2070
"4709","berlin","2020-13-10",11097329,"Prenzlauer Berg Südwest",52.52985,13.40903,"Entire serviced apartment","Entire home/apt",10,4,6,"$240.00",1,1122,16,278.571428571429,3900
"4710","berlin","2020-13-10",11097700,"Schloß Charlottenburg",52.51548,13.288,"Private room in apartment","Private room",1,1,1,"$23.00",1,1125,0,23,690
"4711","berlin","2020-13-10",11097987,"Friedenau",52.46517,13.34374,"Private room in apartment","Private room",2,1,1,"$16.00",1,1125,0,16,480
"4712","berlin","2020-13-10",11099119,"nördliche Luisenstadt",52.4987,13.42635,"Private room in house","Private room",2,1,1,"$25.00",8,1125,0,25,750
"4713","berlin","2020-13-10",11101259,"Blankenburg/Heinersdorf/Märchenland",52.57494,13.43968,"Entire apartment","Entire home/apt",4,2,4,"$65.00",3,14,28,65,130
"4714","berlin","2020-13-10",11103271,"Wedding Zentrum",52.54366,13.36138,"Entire apartment","Entire home/apt",2,1,1,"$30.00",1,1125,0,30,900
"4715","berlin","2020-13-10",11105701,"südliche Luisenstadt",52.49855,13.44148,"Private room in apartment","Private room",2,1,1,"$40.00",1,1125,0,40,1200
"4716","berlin","2020-13-10",11110968,"Prenzlauer Berg Süd",52.52914,13.4218,"Shared room in apartment","Shared room",1,1,1,"$15.00",1,1125,0,15,450
"4717","berlin","2020-13-10",11111349,"Wedding Zentrum",52.55502,13.37614,"Entire apartment","Entire home/apt",4,3,2,"$40.00",14,25,0,40,1200
"4718","berlin","2020-13-10",11111579,"Prenzlauer Berg Nordwest",52.547,13.40421,"Entire apartment","Entire home/apt",2,1,0,"$30.00",7,30,0,30,900
"4719","berlin","2020-13-10",11112288,"Karl-Marx-Allee-Nord",52.52162,13.44529,"Entire apartment","Entire home/apt",3,2,2,"$100.00",5,10,0,100,3000
"4720","berlin","2020-13-10",11112939,"Frankfurter Allee Süd FK",52.50873,13.46475,"Entire condominium","Entire home/apt",4,1,2,"$200.00",5,1125,0,200,6000
"4721","berlin","2020-13-10",11115298,"Schillerpromenade",52.48065,13.42378,"Private room in apartment","Private room",2,1,1,"$55.00",4,1125,0,55,1650
"4722","berlin","2020-13-10",11115400,"Forst Grunewald",52.49155,13.25687,"Private room in townhouse","Private room",2,1,2,"$25.00",2,7,26,25,100
"4723","berlin","2020-13-10",11116667,"Kurfürstendamm",52.50433,13.31765,"Entire apartment","Entire home/apt",2,1,1,"$27.00",21,1125,0,27,810
"4724","berlin","2020-13-10",11117573,"Regierungsviertel",52.50855,13.39849,"Entire apartment","Entire home/apt",2,1,1,"$95.00",3,5,29,95,95
"4725","berlin","2020-13-10",11118444,"Prenzlauer Berg Süd",52.53284,13.42423,"Private room in apartment","Private room",2,1,1,"$75.00",2,7,0,75,2250
"4726","berlin","2020-13-10",11118640,"Karl-Marx-Allee-Süd",52.51168,13.4459,"Entire apartment","Entire home/apt",2,1,1,"$40.00",3,20,0,40,1200
"4727","berlin","2020-13-10",11119225,"Brunnenstr. Süd",52.53055,13.3867,"Private room in apartment","Private room",2,1,1,"$25.00",1,7,0,25,750
"4728","berlin","2020-13-10",11119527,"Helmholtzplatz",52.54245,13.41754,"Entire apartment","Entire home/apt",3,1,1,"$99.00",3,1100,0,99,2970
"4729","berlin","2020-13-10",11131596,"Düsseldorfer Straße",52.49827,13.30914,"Private room in apartment","Private room",1,1,1,"$35.00",3,1125,0,35,1050
"4730","berlin","2020-13-10",11132126,"Alt  Treptow",52.48762,13.46564,"Entire serviced apartment","Entire home/apt",10,3,5,"$194.00",3,1125,17,196.923076923077,2560
"4731","berlin","2020-13-10",11132300,"südliche Luisenstadt",52.49649,13.44687,"Entire apartment","Entire home/apt",6,3,5,"$100.00",3,29,17,100,1300
"4732","berlin","2020-13-10",11135727,"Prenzlauer Berg Ost",52.52559,13.45735,"Entire apartment","Entire home/apt",2,1,1,"$70.00",2,30,0,70,2100
"4733","berlin","2020-13-10",11137977,"Karl-Marx-Allee-Süd",52.51349,13.439,"Private room in apartment","Private room",1,1,1,"$18.00",4,1125,0,18,540
"4734","berlin","2020-13-10",11139956,"Tempelhofer Vorstadt",52.49037,13.37679,"Entire apartment","Entire home/apt",4,NA,2,"$55.00",4,500,7,48.9130434782609,1125
"4735","berlin","2020-13-10",11140499,"Tempelhofer Vorstadt",52.488,13.37549,"Entire apartment","Entire home/apt",2,2,0,"$115.00",1,1125,0,115,3450
"4736","berlin","2020-13-10",11142214,"Frankfurter Allee Nord",52.52617,13.44899,"Private room in apartment","Private room",2,1,1,"$25.00",2,1125,0,25,750
"4737","berlin","2020-13-10",11142351,"Osloer Straße",52.56448,13.39296,"Private room in apartment","Private room",2,1,1,"$15.00",2,14,0,15,450
"4738","berlin","2020-13-10",11144064,"Wedding Zentrum",52.54819,13.36838,"Private room in apartment","Private room",1,1,1,"$16.00",1,1125,0,16,480
"4739","berlin","2020-13-10",11144832,"Schillerpromenade",52.47333,13.42435,"Entire apartment","Entire home/apt",3,1,1,"$42.00",1,1125,0,42,1260
"4740","berlin","2020-13-10",11145559,"Reuterstraße",52.4894,13.42984,"Private room in apartment","Private room",1,1,1,"$25.00",1,2,0,25,750
"4741","berlin","2020-13-10",11157419,"Biesdorf",52.51717,13.54778,"Entire apartment","Entire home/apt",2,NA,2,"$25.00",14,29,0,25,750
"4742","berlin","2020-13-10",11159508,"Rixdorf",52.48054,13.44029,"Private room in apartment","Private room",2,1,1,"$22.00",1,1125,0,22,660
"4743","berlin","2020-13-10",11162898,"Tempelhofer Vorstadt",52.49131,13.41586,"Private room in apartment","Private room",2,1,2,"$55.00",1,1125,0,55,1650
"4744","berlin","2020-13-10",11163826,"Frankfurter Allee Nord",52.51891,13.4644,"Entire apartment","Entire home/apt",2,1,2,"$42.00",1,1125,16,45.1428571428571,632
"4745","berlin","2020-13-10",11164368,"Tempelhof",52.45731,13.37909,"Private room in apartment","Private room",2,1,1,"$17.00",1,1125,0,17,510
"4746","berlin","2020-13-10",11165580,"Schillerpromenade",52.4765,13.42369,"Entire apartment","Entire home/apt",2,1,1,"$58.00",5,1125,0,57.6666666666667,1730
"4747","berlin","2020-13-10",11166903,"Alexanderplatz",52.52392,13.39944,"Entire apartment","Entire home/apt",2,1,1,"$50.00",3,11,0,50,1500
"4748","berlin","2020-13-10",11170613,"Brunnenstr. Nord",52.54922,13.39406,"Private room in townhouse","Private room",2,1,1,"$25.00",1,1125,0,25,750
"4749","berlin","2020-13-10",11171668,"Neuköllner Mitte/Zentrum",52.47781,13.42895,"Entire apartment","Entire home/apt",4,2,2,"$54.00",1,1125,0,53.6,1608
"4750","berlin","2020-13-10",11171718,"Friedrichshagen",52.44735,13.61821,"Entire apartment","Entire home/apt",6,3,4,"$70.00",30,1125,0,70,2100
"4751","berlin","2020-13-10",11172719,"Prenzlauer Berg Südwest",52.53916,13.40801,"Entire condominium","Entire home/apt",2,1,1,"$29.00",7,44,0,29,870
"4752","berlin","2020-13-10",11174367,"Mariendorf",52.43643,13.38801,"Entire apartment","Entire home/apt",4,2,4,"$43.00",30,190,30,NA,0
"4753","berlin","2020-13-10",11174947,"Frankfurter Allee Süd FK",52.50793,13.45877,"Private room in apartment","Private room",2,1,1,"$30.00",5,12,0,30,900
"4754","berlin","2020-13-10",11176522,"Friedrichsfelde Nord",52.51345,13.52583,"Private room in tiny house","Private room",2,1,2,"$68.00",10,1125,30,NA,0
"4755","berlin","2020-13-10",11177156,"Marzahn-Süd",52.51505,13.52572,"Private room in tiny house","Private room",2,1,2,"$79.00",10,1125,30,NA,0
"4756","berlin","2020-13-10",11181263,"Alt-Lichtenberg",52.51278,13.50004,"Entire apartment","Entire home/apt",2,1,1,"$70.00",2,60,0,70,2100
"4757","berlin","2020-13-10",11182453,"Britz",52.45198,13.45749,"Entire apartment","Entire home/apt",2,1,0,"$33.00",21,180,11,33,627
"4758","berlin","2020-13-10",11185196,"Moabit Ost",52.52321,13.34197,"Entire apartment","Entire home/apt",3,1,3,"$50.00",1,1125,0,50,1500
"4759","berlin","2020-13-10",11196790,"Schloß Charlottenburg",52.51282,13.28981,"Entire apartment","Entire home/apt",3,1,2,"$40.00",4,1125,0,40,1200
"4760","berlin","2020-13-10",11197999,"Moabit West",52.53147,13.33308,"Entire apartment","Entire home/apt",2,1,1,"$69.00",2,15,0,69,2070
"4761","berlin","2020-13-10",11199094,"südliche Luisenstadt",52.49908,13.43655,"Private room in apartment","Private room",1,1,1,"$40.00",2,14,30,NA,0
"4762","berlin","2020-13-10",11204322,"Schöneberg-Süd",52.47846,13.34489,"Entire apartment","Entire home/apt",2,1,1,"$25.00",2,1125,0,25,750
"4763","berlin","2020-13-10",11207857,"Karl-Marx-Allee-Nord",52.52476,13.447,"Private room in apartment","Private room",1,1,1,"$20.00",1,1125,0,20,600
"4764","berlin","2020-13-10",11214538,"Schöneberg-Süd",52.48828,13.35417,"Private room in apartment","Private room",1,1,1,"$25.00",1,1125,0,25,750
"4765","berlin","2020-13-10",11215012,"Tempelhofer Vorstadt",52.48803,13.41727,"Entire apartment","Entire home/apt",2,2,1,"$50.00",4,8,0,50,1500
"4766","berlin","2020-13-10",11216283,"Prenzlauer Berg Südwest",52.53387,13.42084,"Entire apartment","Entire home/apt",6,2,3,"$76.00",1,15,0,74.3333333333333,2230
"4767","berlin","2020-13-10",11216682,"südliche Luisenstadt",52.49622,13.42116,"Private room in condominium","Private room",2,1,1,"$40.00",2,1125,0,40,1200
"4768","berlin","2020-13-10",11222384,"Parkviertel",52.54745,13.35658,"Private room in apartment","Private room",1,1,1,"$12.00",1,1125,0,12,360
"4769","berlin","2020-13-10",11223811,"Gropiusstadt",52.42464,13.47609,"Private room in apartment","Private room",2,1,1,"$9.00",1,1125,0,9,270
"4770","berlin","2020-13-10",11224095,"Kantstraße",52.50866,13.30476,"Entire apartment","Entire home/apt",2,1,1,"$50.00",5,7,0,50,1500
"4771","berlin","2020-13-10",11224443,"Düsseldorfer Straße",52.49485,13.3182,"Entire apartment","Entire home/apt",3,2,3,"$90.00",4,1125,13,90.4705882352941,1538
"4772","berlin","2020-13-10",11224996,"Düsseldorfer Straße",52.49329,13.31703,"Private room in condominium","Private room",1,1,1,"$50.00",4,1125,0,50,1500
"4773","berlin","2020-13-10",11225429,"Düsseldorfer Straße",52.49276,13.31802,"Private room in condominium","Private room",2,1,2,"$65.00",4,1125,0,65,1950
"4774","berlin","2020-13-10",11225984,"Südliche Friedrichstadt",52.49719,13.41437,"Private room in apartment","Private room",2,1,2,"$30.00",5,1125,0,30,900
"4775","berlin","2020-13-10",11235797,"Osloer Straße",52.55636,13.38732,"Private room in apartment","Private room",1,1,1,"$25.00",3,180,0,25,750
"4776","berlin","2020-13-10",11238980,"Brunnenstr. Süd",52.52862,13.38875,"Entire apartment","Entire home/apt",4,1,1,"$55.00",1,1125,27,55,165
"4777","berlin","2020-13-10",11244833,"Prenzlauer Berg Süd",52.53216,13.43474,"Entire apartment","Entire home/apt",2,1,2,"$90.00",4,1125,0,90,2700
"4778","berlin","2020-13-10",11251014,"Friedenau",52.46978,13.3501,"Entire apartment","Entire home/apt",1,1,1,"$50.00",90,1125,29,50,50
"4779","berlin","2020-13-10",11251067,"Frankfurter Allee Nord",52.51656,13.47173,"Entire apartment","Entire home/apt",2,1,1,"$30.00",2,1125,0,30,900
"4780","berlin","2020-13-10",11252620,"Tempelhofer Vorstadt",52.49241,13.41106,"Private room in apartment","Private room",2,1,2,"$60.00",2,1125,1,60,1740
"4781","berlin","2020-13-10",11253043,"Prenzlauer Berg Südwest",52.53394,13.41962,"Entire apartment","Entire home/apt",5,2,3,"$94.00",1,20,29,80,80
"4782","berlin","2020-13-10",11253665,"Wedding Zentrum",52.55126,13.37923,"Private room in apartment","Private room",2,1,1,"$33.00",2,5,0,33,990
"4783","berlin","2020-13-10",11254695,"Karl-Marx-Allee-Süd",52.51486,13.44764,"Entire apartment","Entire home/apt",2,1,1,"$50.00",6,1125,24,53,318
"4784","berlin","2020-13-10",11255311,"Frankfurter Allee Nord",52.51395,13.47206,"Private room in apartment","Private room",4,1,2,"$50.00",1,10,0,68.3333333333333,2050
"4785","berlin","2020-13-10",11257879,"Reuterstraße",52.48124,13.43808,"Private room in apartment","Private room",2,1,2,"$50.00",10,19,0,50,1500
"4786","berlin","2020-13-10",11266561,"Tempelhofer Vorstadt",52.49567,13.3994,"Entire apartment","Entire home/apt",3,1,1,"$51.00",1,1125,0,50.4666666666667,1514
"4787","berlin","2020-13-10",11266945,"Schöneberg-Nord",52.49903,13.36119,"Private room in apartment","Private room",2,1,1,"$35.00",5,1125,0,35,1050
"4788","berlin","2020-13-10",11267258,"Regierungsviertel",52.50771,13.39089,"Entire apartment","Entire home/apt",4,1,2,"$150.00",3,1125,0,150,4500
"4789","berlin","2020-13-10",11268364,"Tempelhofer Vorstadt",52.48906,13.39515,"Private room in apartment","Private room",2,1,1,"$28.00",3,1125,0,28,840
"4790","berlin","2020-13-10",11268983,"Prenzlauer Berg Nord",52.55019,13.41557,"Entire apartment","Entire home/apt",2,1,1,"$46.00",2,365,10,54.1,1082
"4791","berlin","2020-13-10",11269335,"Neuköllner Mitte/Zentrum",52.47189,13.4317,"Private room in apartment","Private room",2,1,1,"$55.00",2,1125,0,55,1650
"4792","berlin","2020-13-10",11270147,"Barstraße",52.48332,13.32041,"Entire apartment","Entire home/apt",1,1,1,"$22.00",1,1125,0,22,660
"4793","berlin","2020-13-10",11272185,"Schmargendorf",52.47096,13.28608,"Entire apartment","Entire home/apt",3,2,0,"$250.00",2,1125,23,250,1750
"4794","berlin","2020-13-10",11275525,"Moabit West",52.52721,13.34173,"Entire apartment","Entire home/apt",2,1,1,"$49.00",3,14,0,49,1470
"4795","berlin","2020-13-10",11276488,"Prenzlauer Berg Nord",52.55233,13.41685,"Entire apartment","Entire home/apt",4,2,2,"$49.15",2,365,12,64.1111111111111,1154
"4796","berlin","2020-13-10",11277489,"Friedenau",52.47751,13.34496,"Private room in apartment","Private room",2,1,1,"$30.00",1,1125,0,30,900
"4797","berlin","2020-13-10",11277648,"Frankfurter Allee Nord",52.51834,13.46496,"Private room in apartment","Private room",2,1,1,"$23.00",1,1125,0,23,690
"4798","berlin","2020-13-10",11277910,"Schöneberg-Nord",52.50229,13.34161,"Private room in apartment","Private room",1,1,2,"$49.00",2,7,30,NA,0
"4799","berlin","2020-13-10",11279202,"Frankfurter Allee Süd FK",52.50702,13.4708,"Entire loft","Entire home/apt",4,1,2,"$99.00",2,31,0,99,2970
"4800","berlin","2020-13-10",11286498,"Prenzlauer Berg Nord",52.54479,13.42575,"Entire apartment","Entire home/apt",3,1,2,"$54.00",2,1125,15,57.8666666666667,868
"4801","berlin","2020-13-10",11286561,"Karl-Marx-Allee-Süd",52.51597,13.42612,"Shared room in hostel","Shared room",6,1,6,"$20.00",1,1125,30,NA,0
"4802","berlin","2020-13-10",11287461,"Schöneberg-Nord",52.49103,13.36864,"Entire apartment","Entire home/apt",4,2,4,"$84.00",3,1125,30,NA,0
"4803","berlin","2020-13-10",11289553,"Frankfurter Allee Süd FK",52.51335,13.45804,"Private room in apartment","Private room",2,1,1,"$39.00",1,1125,0,39,1170
"4804","berlin","2020-13-10",11290301,"Prenzlauer Berg Südwest",52.53886,13.40583,"Entire apartment","Entire home/apt",6,1,3,"$100.00",2,1125,25,100,500
"4805","berlin","2020-13-10",11291073,"Tempelhofer Vorstadt",52.49399,13.38199,"Private room in condominium","Private room",2,1,2,"$50.00",2,7,27,50,150
"4806","berlin","2020-13-10",11292598,"Pankow Süd",52.5539,13.41571,"Entire apartment","Entire home/apt",4,2,3,"$55.00",2,365,20,65,650
"4807","berlin","2020-13-10",11292925,"Prenzlauer Berg Nord",52.55233,13.41755,"Entire apartment","Entire home/apt",4,1,4,"$57.00",2,365,14,65,1040
"4808","berlin","2020-13-10",11294127,"Buckow",52.41878,13.42549,"Entire apartment","Entire home/apt",6,2,3,"$79.00",3,1125,24,79,474
"4809","berlin","2020-13-10",11294240,"Prenzlauer Berg Nord",52.55016,13.41476,"Entire apartment","Entire home/apt",3,1,2,"$47.00",2,365,25,55,275
"4810","berlin","2020-13-10",11294384,"Karl-Marx-Allee-Nord",52.5205,13.44484,"Private room in house","Private room",1,1,1,"$15.00",10,1125,0,15,450
"4811","berlin","2020-13-10",11294419,"Prenzlauer Berg Nord",52.54995,13.4163,"Entire apartment","Entire home/apt",3,1,3,"$48.40",2,365,9,55,1155
"4812","berlin","2020-13-10",11300710,"Karl-Marx-Allee-Nord",52.5178,13.44429,"Private room in apartment","Private room",2,1,1,"$45.00",6,30,0,45,1350
"4813","berlin","2020-13-10",11300776,"Prenzlauer Berg Nord",52.54352,13.43941,"Entire apartment","Entire home/apt",2,1,1,"$85.00",3,1125,29,85,85
"4814","berlin","2020-13-10",11306475,"Prenzlauer Berg Südwest",52.53773,13.40642,"Entire apartment","Entire home/apt",5,1,3,"$60.00",2,1125,19,60,660
"4815","berlin","2020-13-10",11307029,"Frankfurter Allee Süd FK",52.51044,13.45814,"Entire apartment","Entire home/apt",6,2,5,"$79.00",3,90,29,76,76
"4816","berlin","2020-13-10",11309581,"Reuterstraße",52.48255,13.43631,"Private room in apartment","Private room",1,1,1,"$15.00",1,1125,0,15,450
"4817","berlin","2020-13-10",11310047,"Tempelhof",52.46614,13.39086,"Private room in apartment","Private room",1,1,1,"$14.00",1,1125,0,14,420
"4818","berlin","2020-13-10",11315026,"Drakestr.",52.44486,13.30341,"Entire apartment","Entire home/apt",2,1,2,"$46.00",4,1125,8,46.3636363636364,1020
"4819","berlin","2020-13-10",11316274,"Reuterstraße",52.4835,13.43762,"Private room in apartment","Private room",1,1,1,"$48.00",1,1125,0,48,1440
"4820","berlin","2020-13-10",11321704,"Neuköllner Mitte/Zentrum",52.47286,13.4341,"Entire apartment","Entire home/apt",2,1,2,"$60.00",60,180,0,60,1800
"4821","berlin","2020-13-10",11322988,"Weißensee Ost",52.56027,13.46009,"Entire apartment","Entire home/apt",3,2,2,"$60.00",1,1125,0,60,1800
"4822","berlin","2020-13-10",11325310,"Britz",52.46295,13.43923,"Private room in apartment","Private room",1,1,1,"$15.00",14,20,0,15,450
"4823","berlin","2020-13-10",11330944,"Tempelhofer Vorstadt",52.4883,13.38584,"Private room in apartment","Private room",4,2,2,"$70.00",2,1125,0,70,2100
"4824","berlin","2020-13-10",11335755,"Parkviertel",52.55043,13.34895,"Private room in apartment","Private room",2,1,1,"$25.00",2,1125,0,25,750
"4825","berlin","2020-13-10",11337277,"Osloer Straße",52.55993,13.38146,"Private room in apartment","Private room",2,1,1,"$25.00",3,1125,0,25,750
"4826","berlin","2020-13-10",11339971,"Tiergarten Süd",52.4997,13.36538,"Private room in apartment","Private room",2,1,2,"$45.00",2,24,29,45,45
"4827","berlin","2020-13-10",11341584,"Frankfurter Allee Süd FK",52.50801,13.45704,"Entire apartment","Entire home/apt",5,1,1,"$150.00",1,1125,0,150,4500
"4828","berlin","2020-13-10",11342769,"Prenzlauer Berg Nordwest",52.55368,13.41172,"Private room in apartment","Private room",2,1,1,"$20.00",1,1125,0,20,600
"4829","berlin","2020-13-10",11347638,"Alexanderplatz",52.5239,13.41802,"Entire serviced apartment","Entire home/apt",2,NA,1,"$87.00",3,1125,27,72,216
"4830","berlin","2020-13-10",11348253,"Alexanderplatz",52.52504,13.41425,"Private room in apartment","Private room",2,1,1,"$35.00",3,4,0,35,1050
"4831","berlin","2020-13-10",11348934,"Karl-Marx-Allee-Süd",52.51071,13.44778,"Private room in apartment","Private room",2,1,1,"$35.00",1,13,0,35,1050
"4832","berlin","2020-13-10",11356938,"Prenzlauer Berg Süd",52.53453,13.42291,"Entire apartment","Entire home/apt",4,2,2,"$45.00",1,1125,0,45,1350
"4833","berlin","2020-13-10",11357617,"West 3",52.59924,13.29502,"Private room in house","Private room",2,1,1,"$40.00",1,1125,0,39.8,1194
"4834","berlin","2020-13-10",11357981,"Pankow Süd",52.55449,13.4192,"Entire apartment","Entire home/apt",4,2,2,"$69.00",3,1125,0,69,2070
"4835","berlin","2020-13-10",11365741,"Wedding Zentrum",52.55032,13.35916,"Private room in apartment","Private room",1,1,1,"$14.00",6,1125,0,14,420
"4836","berlin","2020-13-10",11366265,"Frankfurter Allee Nord",52.51567,13.46275,"Private room in apartment","Private room",1,1,1,"$12.00",1,1125,0,12,360
"4837","berlin","2020-13-10",11370494,"Prenzlauer Berg Süd",52.53619,13.42982,"Entire apartment","Entire home/apt",4,NA,2,"$32.00",1,1125,0,32,960
"4838","berlin","2020-13-10",11370956,"Moabit Ost",52.5344,13.34949,"Private room in apartment","Private room",2,1,1,"$32.00",2,1125,0,32,960
"4839","berlin","2020-13-10",11374200,"Westend",52.51026,13.28465,"Entire apartment","Entire home/apt",4,1,0,"$59.00",1,1125,21,59,531
"4840","berlin","2020-13-10",11374429,"Frankfurter Allee Nord",52.52267,13.45141,"Entire apartment","Entire home/apt",5,2,3,"$120.00",4,30,0,120,3600
"4841","berlin","2020-13-10",11376761,"Prenzlauer Berg Süd",52.53367,13.42255,"Entire apartment","Entire home/apt",2,NA,1,"$34.00",7,1125,0,34,1020
"4842","berlin","2020-13-10",11381321,"Helmholtzplatz",52.54304,13.42344,"Entire apartment","Entire home/apt",2,NA,1,"$32.00",2,1125,15,31.6666666666667,475
"4843","berlin","2020-13-10",11383656,"Prenzlauer Berg Süd",52.54163,13.42536,"Entire apartment","Entire home/apt",2,NA,1,"$30.00",2,25,20,30,300
"4844","berlin","2020-13-10",11383730,"Moabit Ost",52.53472,13.34759,"Private room in apartment","Private room",2,1,1,"$20.00",3,1125,0,20,600
"4845","berlin","2020-13-10",11385014,"Mierendorffplatz",52.52354,13.29928,"Private room in apartment","Private room",3,1,1,"$34.00",3,1125,0,34,1020
"4846","berlin","2020-13-10",11386702,"Nord 2",52.60397,13.31805,"Entire guesthouse","Entire home/apt",2,1,1,"$60.00",3,1125,22,60,480
"4847","berlin","2020-13-10",11387580,"Moabit Ost",52.52099,13.35515,"Private room in apartment","Private room",1,1,1,"$20.00",1,1125,0,20,600
"4848","berlin","2020-13-10",11391873,"Friedenau",52.47314,13.33889,"Private room in apartment","Private room",2,1,2,"$25.00",1,1125,0,25,750
"4849","berlin","2020-13-10",11403270,"Alexanderplatz",52.51574,13.41964,"Private room in apartment","Private room",1,1,1,"$39.00",1,31,28,39.5,79
"4850","berlin","2020-13-10",11405278,"Alexanderplatz",52.5325,13.38088,"Entire apartment","Entire home/apt",6,3,3,"$140.00",3,28,0,140,4200
"4851","berlin","2020-13-10",11406727,"Neuköllner Mitte/Zentrum",52.48025,13.42719,"Private room in apartment","Private room",2,1,1,"$10.00",1,1125,0,10.1666666666667,305
"4852","berlin","2020-13-10",11411043,"nördliche Luisenstadt",52.50116,13.42202,"Entire apartment","Entire home/apt",2,1,1,"$42.00",4,14,0,42,1260
"4853","berlin","2020-13-10",11412326,"Parkviertel",52.55145,13.34739,"Private room in apartment","Private room",1,1,1,"$20.00",1,1125,0,20,600
"4854","berlin","2020-13-10",11414738,"Reuterstraße",52.48296,13.4331,"Entire apartment","Entire home/apt",4,1,4,"$35.00",10,20,0,35,1050
"4855","berlin","2020-13-10",11416655,"Karl-Marx-Allee-Süd",52.51323,13.44696,"Private room in apartment","Private room",2,1,1,"$35.00",1,1125,0,35,1050
"4856","berlin","2020-13-10",11418634,"Friedrichsfelde Nord",52.51065,13.50312,"Private room in apartment","Private room",1,1,1,"$15.00",3,7,0,15,450
"4857","berlin","2020-13-10",11424717,"Kurfürstendamm",52.50319,13.32487,"Entire apartment","Entire home/apt",2,1,2,"$99.00",29,180,29,99,99
"4858","berlin","2020-13-10",11425100,"Frankfurter Allee Süd FK",52.5038,13.45467,"Entire apartment","Entire home/apt",2,1,1,"$76.00",14,90,30,NA,0
"4859","berlin","2020-13-10",11427448,"Tempelhofer Vorstadt",52.49197,13.39674,"Private room in apartment","Private room",1,1,2,"$15.00",1,1125,0,15,450
"4860","berlin","2020-13-10",11428309,"Rixdorf",52.47421,13.4497,"Entire apartment","Entire home/apt",3,1,1,"$40.00",5,1125,0,40,1200
"4861","berlin","2020-13-10",11429575,"Otto-Suhr-Allee",52.51289,13.30239,"Entire apartment","Entire home/apt",3,1,1,"$39.00",2,1125,10,53.8,1076
"4862","berlin","2020-13-10",11431356,"Reuterstraße",52.489,13.43085,"Private room in apartment","Private room",2,1,1,"$15.00",1,1125,0,15,450
